isocode,isonum,country,rugged,rugged_popw,rugged_slope,rugged_lsd,rugged_pc,land_area,lat,lon,soil,desert,tropical,dist_coast,near_coast,gemstones,rgdppc_2000,rgdppc_1950_m,rgdppc_1975_m,rgdppc_2000_m,rgdppc_1950_2000_m,q_rule_law,cont_africa,cont_asia,cont_europe,cont_oceania,cont_north_america,cont_south_america,legor_gbr,legor_fra,legor_soc,legor_deu,legor_sca,colony_esp,colony_gbr,colony_fra,colony_prt,colony_oeu,africa_region_n,africa_region_s,africa_region_w,africa_region_e,africa_region_c,slave_exports,dist_slavemkt_atlantic,dist_slavemkt_indian,dist_slavemkt_saharan,dist_slavemkt_redsea,pop_1400,european_descent
NOR,578,Norway,2.4090000000000003,1.245,8.516,0.6920000000000001,37.013000000000005,30428.0,64.467,14.082,0.073,0.0,0.0,0.053,79.6415,0,34207.82,5429.51,12271.317,25101.949,13253.486,1.95,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,400000.0,100.0
NPL,524,Nepal,5.043,1.26,14.458,1.493,75.265,14300.0,28.264,83.931,41.622,0.0,0.0,0.6970000000000001,0.0,0,1322.8729999999998,496.334,641.508,999.145,691.5269999999999,-0.177,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,1852093.0,0.0
NRU,520,Nauru,0.311,0.527,0.7809999999999999,0.08900000000000001,0.0,2.0,-0.6409999999999999,167.801,,0.0,100.0,0.0,100.0,0,,,,,,,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,,
NZL,554,New Zealand,2.0380000000000003,0.451,6.233,0.606,31.49,26771.0,-41.806000000000004,171.47799999999998,44.643,0.0,0.0,0.039,95.685,0,19614.94,8455.649,12488.613000000001,16170.117,11982.21,1.87,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,15000.0,80.6
OMN,512,Oman,1.109,0.8959999999999999,3.012,0.28300000000000003,12.216,30950.0,20.595,56.104,0.0,19.027,0.0,0.113,47.7134,0,12729.71,623.095,4267.115,7115.765,3880.417,0.843,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,200000.0,0.0
PAK,586,Pakistan,1.949,0.341,5.665,0.5589999999999999,25.078000000000003,77088.0,29.97,69.395,6.9879999999999995,11.184000000000001,0.0,0.589,11.0758,0,1925.391,643.02,977.6669999999999,1815.145,1110.924,-0.727,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,7669487.0,0.0
PAN,591,Panama,1.54,0.546,4.128,0.457,22.956,7443.0,8.513,-80.109,42.843,0.0,100.0,0.018000000000000002,100.0,0,6164.348000000001,1915.9620000000002,4198.462,5675.7519999999995,3954.735,-0.14300000000000002,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,,,,,66462.0,45.2
PCN,612,Pitcairn,0.40399999999999997,0.79,1.067,0.10400000000000001,7.4239999999999995,4.7,-24.430999999999997,-128.445,,0.0,100.0,0.0,100.0,0,,,,,,,0,0,0,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
PER,604,Peru,1.347,0.991,3.653,0.42700000000000005,20.01,128000.0,-9.173,-74.361,21.743000000000002,0.54,55.788000000000004,0.325,16.7165,0,4722.525,2307.632,4325.977,3832.72,3502.972,-0.633,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,,,,,1888175.0,28.043000000000003
PHL,608,Philippines,2.028,0.574,5.428,0.583,34.183,29817.0,11.739,122.868,80.137,0.0,98.973,0.02,100.0,0,4027.548,1070.263,2033.2979999999998,2421.199,1893.0120000000002,-0.237,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,,,,,362390.0,0.0
PLW,585,Palau,0.475,0.38,1.2930000000000001,0.14800000000000002,0.0,46.0,7.801,135.16,13.043,0.0,100.0,0.0,100.0,0,,,,,,,0,0,0,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
PNG,598,Papua New Guinea,1.589,0.98,4.217,0.491,25.221999999999998,45286.0,-6.476,145.252,46.833,0.0,100.0,0.071,71.2843,0,2325.738,,,,,-0.68,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,866855.0,0.0
POL,616,Poland,0.297,0.259,0.951,0.084,1.2,30436.0,52.123999999999995,19.401,48.41,0.0,0.0,0.28300000000000003,14.8703,0,10401.36,2446.893,5807.87,7308.8369999999995,4706.412,0.643,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,2750000.0,100.0
PRI,630,Puerto Rico,1.4469999999999998,0.6990000000000001,3.928,0.41600000000000004,19.25,887.0,18.225,-66.464,59.18600000000001,0.0,100.0,0.012,100.0,0,22242.23,2143.823,6946.214,14105.683,7177.505999999999,0.917,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,,,,,35772.0,66.3
PRK,408,Democratic People's Republic of Korea,2.521,0.884,7.681,0.71,52.428000000000004,12041.0,40.143,127.17399999999999,24.281,0.0,0.0,0.064,80.0171,0,,853.857,2840.967,1169.178,1933.106,-0.977,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,1191757.0,0.0
PRT,620,Portugal,1.304,0.9670000000000001,3.937,0.369,15.522,9150.0,39.593,-8.531,34.264,0.0,0.0,0.07200000000000001,70.0621,0,18255.28,2086.406,6517.205,13813.426000000001,6861.499,1.167,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,900000.0,98.27
PRY,600,Paraguay,0.245,0.479,0.6809999999999999,0.067,0.22399999999999998,39730.0,-23.245,-58.393,28.750999999999998,0.0,57.034,0.847,0.0,0,4553.069,1584.366,2220.024,3013.877,2405.144,-0.8170000000000001,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,,,,,174110.0,52.85
PSE,275,Occupied Palestinian Territory,2.775,1.754,7.9270000000000005,0.706,54.906000000000006,602.0,31.914,35.207,62.369,0.0,0.0,0.046,100.0,0,,949.299,2329.271,5124.096,2596.531,-0.075,0,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,183675.0,
PYF,258,French Polynesia,2.072,1.389,5.6370000000000005,0.645,40.29,366.0,-15.345999999999998,-145.232,6.284,0.0,96.819,0.001,100.0,0,24538.31,,,,,,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,,,,,24449.0,
QAT,634,Qatar,0.18100000000000002,0.156,0.493,0.047,0.0,1100.0,25.293000000000003,51.199,0.0,1.7819999999999998,0.0,0.015,100.0,0,,30387.131,35198.262,8290.317,23511.402000000002,0.433,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,6897.0,0.9
REU,638,Reunion,3.873,0.9620000000000001,10.657,1.208,67.425,250.0,-21.121,55.54,16.4,0.0,58.336000000000006,0.008,100.0,0,,1989.306,3821.115,4588.492,3412.1809999999996,,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,10.09,0.20800000000000002,6.256,3.8789999999999996,0.0,
ROU,642,Romania,1.2670000000000001,0.555,4.005,0.35700000000000004,16.71,22971.0,45.843,24.986,69.642,0.0,0.0,0.36700000000000005,6.7651,0,5889.3240000000005,1181.952,3761.37,3005.54,2935.7059999999997,-0.15,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,1250000.0,99.43
RUS,643,Russian Federation,0.94,0.355,3.278,0.267,11.412,1638134.0,61.99,96.711,17.718,0.055999999999999994,0.0,1.841,2.76605,205550,7095.689,,,5276.656999999999,,-0.873,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,6481410.0,99.5
RWA,646,Rwanda,3.3089999999999997,3.178,8.748,0.855,64.627,2467.0,-2.003,29.923000000000002,42.97,0.0,68.88,0.946,0.0,0,1039.172,546.9019999999999,805.6489999999999,818.696,739.706,-1.4,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0.0,10.754000000000001,2.623,3.568,2.102,211005.0,0.0
SAU,682,Saudi Arabia,0.914,0.688,2.5140000000000002,0.231,8.891,214969.0,24.096999999999998,44.562,0.0,37.258,0.0,0.304,13.6641,0,12374.11,2230.766,11787.042,7647.705,7612.613,0.34299999999999997,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,2000000.0,0.0
SCG,891,Serbia and Montenegro,1.673,0.711,5.144,0.48,27.128,10200.0,43.86600000000001,20.599,67.976,0.0,0.0,0.23600000000000002,11.654000000000002,0,,,,2313.6079999999997,,-1.16,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,981591.0,98.68
SDN,736,Sudan,0.442,0.292,1.186,0.11599999999999999,2.891,237600.0,13.887,30.09,19.8,2.16,20.679000000000002,0.917,2.92113,0,1682.674,820.837,910.048,991.2539999999999,903.6389999999999,-1.547,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,864000.0,15.253,3.528,1.827,0.983,3776350.0,0.0
SEN,686,Senegal,0.244,0.24600000000000002,0.647,0.065,0.168,19253.0,14.360999999999999,-14.474,60.496,0.0,34.999,0.165,32.4713,0,1435.082,1258.8980000000001,1396.079,1358.175,1348.293,-0.207,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,377000.0,3.898,10.790999999999999,3.035,5.518,442565.0,1.3
SGP,702,Singapore,0.016,0.004,0.036000000000000004,0.005,0.0,67.0,1.361,103.82,3.488,0.0,100.0,0.003,100.0,0,23611.61,2218.9610000000002,6430.213000000001,22518.17,8339.448,1.577,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,49570.0,0.5
SHN,654,Saint Helena,3.863,2.3680000000000003,11.182,1.205,72.252,39.0,-25.656,-10.466,10.255999999999998,0.0,0.0,0.001,100.0,0,,,,,,,1,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,1,0.0,3.5410000000000004,7.5120000000000005,5.803999999999999,6.07,0.0,
SJM,744,Svalbard and Jan Mayen Islands,1.6230000000000002,1.278,6.575,0.46399999999999997,24.247,,78.845,18.31,,0.0,0.0,0.276,13.7615,0,,,,,,,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
SLB,90,Solomon Islands,1.54,1.109,4.111000000000001,0.47600000000000003,21.213,2799.0,-8.895,159.601,80.002,0.0,100.0,0.003,100.0,0,1862.47,,,,,-1.195,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,43289.0,
SLE,694,Sierra Leone,0.498,0.574,1.317,0.14400000000000002,1.943,7162.0,8.561,-11.790999999999999,7.546,0.0,100.0,0.1,51.5546,16819,466.647,656.268,1125.7089999999998,409.87199999999996,904.314,-1.29,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,69606.719,3.705,10.187999999999999,3.4739999999999998,5.41,338261.0,0.0
SLV,222,El Salvador,1.75,1.0,4.746,0.518,26.108,2072.0,13.724,-88.869,65.938,0.0,100.0,0.039,99.6575,0,4594.274,1488.8129999999999,2503.697,2715.551,2147.779,-0.743,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,,,,,150732.0,50.0
SMR,674,San Marino,1.8019999999999998,1.925,5.497000000000001,0.522,14.144,6.0,43.943999999999996,12.459000000000001,0.0,0.0,0.0,0.025,100.0,0,,,,,,,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
SOM,706,Somalia,0.65,0.45,1.7109999999999999,0.17,6.914,62734.0,6.061,45.867,7.535,3.358,0.0,0.126,44.7664,0,,1056.633,1201.617,863.075,1117.015,-2.2030000000000003,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,32276.752,12.058,2.358,3.09,0.695,661618.0,0.0
SPM,666,Saint Pierre and Miquelon,0.833,1.054,2.467,0.247,2.892,23.0,46.93600000000001,-56.323,0.0,0.0,0.0,0.001,100.0,0,,,,,,,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
STP,678,Sao Tome and Principe,2.347,0.8759999999999999,5.9910000000000005,0.71,42.126999999999995,96.0,0.446,6.727,88.01299999999999,0.0,100.0,0.004,100.0,0,,820.3580000000001,1421.4470000000001,1225.896,1255.8410000000001,-0.205,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0.0,5.197,8.474,3.67,3.932,0.0,
SUR,740,Suriname,0.307,0.034,0.815,0.096,0.743,15600.0,4.133,-55.911,22.425,0.0,100.0,0.191,25.756999999999998,0,,,,,,-0.32299999999999995,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0.0,,,,,,
SVK,703,Slovakia,1.56,0.672,5.043,0.442,23.419,4810.0,48.707,19.487000000000002,60.924,0.0,0.0,0.5539999999999999,0.0,0,11303.75,,,8219.698,,0.263,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,698933.0,99.61
SVN,705,Slovenia,2.496,0.746,7.712999999999999,0.711,39.108000000000004,2014.0,46.111999999999995,14.823,67.604,0.0,0.0,0.091,61.6056,0,16873.33,,,12876.633,,0.973,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,202779.0,100.0
SWE,752,Sweden,0.715,0.34299999999999997,2.53,0.207,3.8680000000000003,41033.0,62.777,16.759,15.853,0.0,0.0,0.223,21.2438,0,25899.88,6739.231,14183.347,20709.986,13259.333,1.8130000000000002,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,800000.0,99.3
SWZ,748,Swaziland,3.063,2.301,8.574,0.775,54.481,1720.0,-26.565,31.500999999999998,54.413000000000004,0.0,2.8760000000000003,0.113,36.2172,426,4681.445,721.0889999999999,2461.908,2630.322,1902.181,-0.16,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0.0,8.291,2.622,6.295,4.423,9707.0,2.8
SYC,690,Seychelles,4.885,1.8019999999999998,11.129000000000001,1.278,54.101000000000006,46.0,-6.723,51.924,13.043,0.0,100.0,0.0,100.0,0,17957.47,1912.2579999999998,3250.8740000000003,6353.528,3625.007,0.58,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0.0,11.457,1.742,4.635,2.253,0.0,
SYR,760,Syrian Arab Republic,0.7559999999999999,0.741,2.174,0.198,6.63,18378.0,35.014,38.498000000000005,52.909,3.445,0.0,0.244,16.7091,0,3242.195,2408.502,5570.151999999999,7368.3009999999995,4961.027,-0.36700000000000005,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,,,,,1306601.0,0.0
TCA,796,Turks and Caicos Islands,0.006999999999999999,0.01,0.013000000000000001,0.003,0.0,43.0,21.75,-71.85600000000001,0.0,0.0,100.0,0.001,100.0,0,,,,,,,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
TCD,148,Chad,0.419,0.19699999999999998,1.135,0.11199999999999999,3.605,125920.0,15.365,18.667,19.262,21.72,13.413,1.254,0.0,0,821.15,475.50199999999995,550.5,428.787,472.88300000000004,-0.92,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,529000.0,5.581,8.876,1.879,2.026,776187.0,0.0
TGO,768,Togo,0.28,0.247,0.745,0.08800000000000001,0.981,5439.0,8.527999999999999,0.977,56.646,0.0,100.0,0.263,16.778,0,1436.855,573.994,1055.553,614.222,833.23,-0.893,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,290000.0,4.926,9.258,3.009,4.085,231251.0,0.0
THA,764,Thailand,1.051,0.18899999999999997,2.826,0.302,16.408,51089.0,15.107000000000001,101.01799999999999,20.144000000000002,0.0,99.546,0.193,29.3876,0,6279.51,817.049,1958.72,6397.871,2729.1209999999996,0.47700000000000004,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,1741101.0,0.0
TJK,762,Tajikistan,5.301,1.033,15.975999999999999,1.54,75.473,13996.0,38.527,71.038,17.449,0.025,0.0,1.505,0.0,0,785.4689999999999,,,883.1619999999999,,-1.61,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,286375.0,3.9
TKL,772,Tokelau,0.0,0.0,0.0,0.0,0.0,1.0,-9.088,-171.83,,0.0,100.0,0.0,100.0,0,,,,,,,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
TKM,795,Turkmenistan,0.284,0.248,0.8340000000000001,0.08199999999999999,1.426,46993.0,39.194,59.178000000000004,3.97,55.086999999999996,0.0,1.286,0.0,0,3667.555,,,2324.556,,-1.18,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,226444.0,5.5
TLS,626,Timor-Leste,1.85,1.286,5.001,0.584,28.298000000000002,1487.0,-8.827,125.85799999999999,64.979,0.0,100.0,0.013000000000000001,100.0,0,,,,,,,0,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,36325.0,0.0
TON,776,Tonga,0.773,0.07,1.992,0.22399999999999998,9.737,72.0,-19.859,-174.847,100.0,0.0,100.0,0.0,100.0,0,6568.724,,,,,-0.38,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,19021.0,
TTO,780,Trinidad and Tobago,0.603,0.521,1.611,0.184,5.099,513.0,10.469000000000001,-61.257,50.38399999999999,0.0,100.0,0.008,100.0,0,8969.766,3674.051,9117.805,13681.761,8591.538,0.42,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,10258.0,7.1
TUN,788,Tunisia,0.726,0.585,2.079,0.198,7.434,15536.0,34.12,9.579,31.726999999999997,20.664,0.0,0.114,48.8258,0,6251.5509999999995,1114.596,2446.0589999999997,4552.262,2441.64,-0.083,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0.0,7.48,15.833,0.31,3.205,836512.0,0.0
TUR,792,Turkey,2.62,1.192,7.773,0.732,40.909,76963.0,39.061,35.174,65.295,0.0,0.0,0.152,38.9877,0,6510.354,1622.933,3894.789,6609.014,3821.776,-0.04,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,6438306.0,10.0
TUV,798,Tuvalu,0.025,0.02,0.055,0.008,0.0,3.0,-7.414,178.05200000000002,66.667,0.0,100.0,0.0,100.0,0,,,,,,1.69,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,,
TWN,158,Taiwan,3.49,0.429,9.785,1.032,56.543,3615.0,23.752,120.95299999999999,9.843,0.0,8.846,0.023,100.0,0,,924.393,3958.3959999999997,16858.584,5906.895,0.867,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,174110.0,0.0
TZA,834,United Republic of Tanzania,0.677,0.541,1.814,0.201,5.346,88580.0,-6.266,34.826,39.711,0.0,88.294,0.42,10.2759,9035,521.827,423.714,600.268,535.125,527.04,-0.43,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,535000.0,10.595,2.5580000000000003,4.056,2.187,1496403.0,0.0
UGA,800,Uganda,0.9129999999999999,0.779,2.424,0.251,8.765,19710.0,1.2819999999999998,32.388000000000005,13.095,0.02,97.78299999999999,0.909,0.0,0,1243.514,686.8539999999999,784.2869999999999,796.523,699.696,-0.7,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,4553.603,10.995999999999999,2.699,3.2039999999999997,1.65,1322790.0,0.0
UKR,804,Ukraine,0.41600000000000004,0.359,1.317,0.11699999999999999,1.9880000000000002,57935.0,49.00899999999999,31.410999999999998,69.003,0.0,0.0,0.365,13.6144,0,4108.69,,,2745.3340000000003,,-0.823,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,2347003.0,100.0
UMI,581,United States Minor Outlying Islands,0.005,0.035,0.011000000000000001,0.001,0.0,,7.141,-153.655,,0.0,100.0,0.0,100.0,0,,,,,,,0,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
URY,858,Uruguay,0.435,0.391,1.2830000000000001,0.114,0.136,17502.0,-32.802,-56.013000000000005,68.979,0.0,0.0,0.142,37.4727,0,8781.518,4659.398,5421.178000000001,7883.267,5841.658,0.55,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,,,,,,91.89
USA,840,United States of America,1.073,0.33299999999999996,3.384,0.304,14.317,916192.0,45.718,-112.98200000000001,41.6,0.278,0.358,0.677,13.1656,0,33970.17,9561.348,16283.633,28448.85,17349.756,1.6969999999999998,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,783496.0,76.02
UZB,860,Uzbekistan,0.526,0.243,1.589,0.154,5.782,42540.0,41.633,63.341,11.72,32.152,0.0,1.645,0.0,0,1515.7079999999999,,,3478.961,,-1.023,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,1180650.0,7.5
VAT,336,Holy See,0.43799999999999994,0.428,1.162,0.126,0.0,,41.903999999999996,12.450999999999999,100.0,0.0,0.0,0.02,100.0,0,,,,,,,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
VCT,670,Saint Vincent and the Grenadines,3.071,1.8780000000000001,8.401,0.892,61.286,39.0,13.185,-61.205,38.818000000000005,0.0,100.0,0.001,100.0,0,5334.509,,,,,0.06,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,1081.0,
VEN,862,Venezuela (Bolivarian Republic of),0.634,0.594,1.716,0.20199999999999999,5.994,88205.0,7.132000000000001,-66.153,21.566999999999997,0.0,96.75200000000001,0.306,25.2528,5124,5685.12,7461.959,10471.646999999999,8414.729,9366.497,-0.73,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,,,,,377635.0,54.5
VGB,92,British Virgin Islands,1.2570000000000001,1.8730000000000002,3.1310000000000002,0.34,19.147000000000002,15.0,18.511,-64.518,100.0,0.0,100.0,0.0,100.0,0,,,,,,,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,120.0,
VIR,850,United States Virgin Islands,1.4040000000000001,1.268,3.6519999999999997,0.395,17.088,35.0,17.985,-64.805,100.0,0.0,100.0,0.001,100.0,0,,,,,,,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,432.0,
VNM,704,Viet Nam,2.0540000000000003,0.439,5.603,0.583,36.775,31106.0,16.643,106.306,12.15,0.0,56.535,0.11199999999999999,57.8169,0,2011.743,658.076,709.929,1808.773,932.382,-0.5529999999999999,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,,,,,1665106.0,0.0
VUT,548,Vanuatu,1.729,1.041,4.709,0.545,24.993000000000002,1219.0,-16.195999999999998,167.703,79.892,0.0,100.0,0.002,100.0,0,3172.14,,,,,-0.455,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,22994.0,
WLF,876,Wallis and Futuna Islands,1.306,0.977,3.505,0.4,24.238000000000003,14.0,-13.829,-177.19400000000002,42.857,0.0,100.0,0.0,100.0,0,,,,,,,0,0,0,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
WSM,882,Samoa,1.6769999999999998,0.968,4.644,0.5489999999999999,22.244,283.0,-13.738,-172.168,100.0,0.0,100.0,0.003,100.0,0,4860.269,,,,,0.36,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,33072.0,
YEM,887,Yemen,2.323,2.197,6.155,0.591,33.06,52797.0,15.863,47.58,0.0,10.75,0.0,0.14800000000000002,38.1163,0,787.7489999999999,911.2310000000001,1783.5479999999998,2619.284,1703.219,-1.127,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,2250000.0,0.0
ZAF,710,South Africa,1.761,1.318,4.942,0.45,23.956999999999997,121447.0,-29.004,25.094,27.647,4.386,0.179,0.306,18.9404,144785,9419.122,2534.946,4270.851,3978.219,3667.3990000000003,0.207,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,2030.6629999999998,6.766,3.457,6.584,4.895,486527.0,18.0
ZMB,894,Zambia,0.5329999999999999,0.506,1.422,0.145,2.455,74339.0,-13.458,27.794,23.114,0.0,17.132,0.9,0.0,0,774.01,660.91,1040.744,645.375,863.6419999999999,-0.5870000000000001,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,27957.102000000003,9.027000000000001,2.3890000000000002,4.849,3.253,348220.0,1.0
ZWE,716,Zimbabwe,1.194,1.1059999999999999,3.2319999999999998,0.306,13.837,38685.0,-19.0,29.869,54.876999999999995,0.0,8.401,0.499,0.0,898,2499.215,700.9789999999999,1401.8110000000001,1327.85,1163.542,-0.813,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1088.177,9.027000000000001,2.3890000000000002,5.454,3.696,174110.0,1.0
